participant_id,qualtrics_id,treatment,enrolment,education,programming_experience,language_confidence,pretest_q1,pretest_q1_mark,pretest_q2,pretest_q2_mark,pretest_q3,pretest_q3_mark,pretest_q4,pretest_q4_mark,pretest_q5,pretest_q5_mark,warmup-p2-time_Page Submit,warmup-p2-q1,warmup-p2-q2,warmup-p3-time_Page Submit,warmup-p3-q1,WarmupQ3mark,code_explanation,code_explanation_confidence,EPE1,EPE2,EPE3,EPE4,EPE5,EPE6,EPE7,EPE8,EPE9,EPE10,EPE11,code_reading_time,code_trace_q1_time,code_trace_q1,code_trace_q1_mark,code_trace_q2_time,code_trace_q2,code_trace_q2_mark,code_trace_q3_time,code_trace_q3,code_trace_q3_mark,code_trace_q4_time,code_trace_q4,code_trace_q4_mark,code_trace_q5_time,code_trace_q5,code_trace_q5_mark,code_trace_q6_time,code_trace_q6,code_trace_q6_mark,code_understanding_time,code_understanding,code_understanding_comment,code_compare_time,code_compare_preference,code_compare_comments,post-comments,Q_TotalDuration
SFMF-Java-CS701-2023-0041,R_1pW3tble4TH5lo4,WeatherMultiple,COMPSCI 700,"University courses only,Self taught (writing code not just for course exercises)",MEDIUM,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,152.71,"The code defines a class named WarmUp which contains three methods aiming to work with an array of integers. 

The main method calculates and returns the average of numbers in the array that are less than or equal to 10; 

The sumNumbers method computes the sum of numbers in the array that are less than or equal to 10.",Medium,195.878,2,1,"The code in the Study class processes meteorological data represented as a list of lists, where each inner list contains daily readings for rainfall and humidity.",MEDIUM,0,0,0,0,0,0,0,0,1,1,1,131.254,129.068,"[1, 1, 3]",1,47.637,"[0, 0, 0]",1,46.261,"[1, 1, 2]",1,142.654,"[ [0,0], [-1,-1], [1,2] ]",0,148.978,33-41,1,NA,NA,NA,127.284,EASY,"It has descriptive method names like `truncateToEndOfData`, `getValidData`, `averageData`, and `countPositive`.",62.186,SINGLE,Because Version 1 have descriptive comments.,NA,1965
SFMF-Java-CS701-2023-0060,R_2rZortjBoSK3NpI,WeatherMultiple,COMPSCI 700,"University courses only,Industry experience",SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,192.549,"codes have three method. sumNumbers return sum of numbers which <=10, countNumbers return count of numbers <=10. Then main method means return average value in the array. if the array is empty then return null.",Medium,39.022,2,1,"get a list of Mean humidity, mean rainfall and rainy days.",MEDIUM,1,1,1,0,0,0,0,0,0,0,0,391.066,300.28,"[1, 1, 3]",1,137.576,"[-3, -3, 0]",0,91.469,"[0, 0, 0]",0,154.27,"[ [0,0], [-1,-1], [1,2] ]",0,28.565,33-41,1,NA,NA,NA,16.31,DIFFICULT,NA,86.044,SINGLE,more clear comment,codes are too long. and the method name is hard to understand the meaning of the function.,2034
SFMF-Java-CS701-2023-0061,R_3KUgdwswcNjkPIS,WeatherMultiple,OTHER 700,University courses only,MEDIUM,HIGH,1,0,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,141.656,"The main purpose is to get the average number of all the number. And the sum and count process will be write into two separate methods in the class and to reduce the length of the main method, increase the alterability and maintainability.",High,85.052,2,1,Compute the average of rainfall day and humidity day and get the amount of the rainy date from the original data.,MEDIUM,0,1,1,0,0,0,0,0,0,0,1,556.549,232.791,"[1, 1, 3]",1,126.894,"[0, 0, 0]",1,119.92,"[1, 1, 2]",1,92.053,"[ [0,0], [1,1], [1,-999] ]",0,45.249,21-31,0,NA,NA,NA,20.657,NEUTRAL,NA,187.685,NEITHER,"Version 1 although put all the methods in the same class, it provides the comment in the code so it is easy to understand. Version 2 separate the whole function into small method and the method name is clear. Therefore, I think both versions take the same effort.",NA,2061
SFMF-Java-CS701-2023-0062,R_2BfmkwA5VbNkK7q,WeatherMultiple,COMPSCI 700,"Significant own projects (beyond just learning a language),Industry experience",LARGE,HIGH,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,335.532,"There are two functions to sum and count the numbers smaller than 10 in an array.
In the main function, an integer array is received through a parameter, then the integer numbers in the array are calculated to sum the numbers that are smaller than 10. After the sum calculation, it is divided into the numbers less than 10 in the array that is calculated in a function.",Medium,35.197,2,1,"The class is about checking data related to rainfall, humidity, and rainy days. The processData function, which is a higher level function than other functions in the class, gets data for checking validation about date, rainfall, and humidity, calculating the average of the rainfall and humidity, and finding the number of rainy days in the list using functions.",MEDIUM,1,1,1,1,0,0,0,0,0,1,0,488.012,124.99,"[1, 1, 3]",1,87.39,"[-3, -3, 0]",0,127.581,"[1, 1, 2]",1,41.462,"[ [0,0], [-1,-1], [1,2] ]",0,40.286,33-41,1,NA,NA,NA,17.254,EASY,NA,135.648,SINGLE,"I should read all codes in the functions to know the purpose of the function, but there is a comment, then I can understand the function by reading the short comment above the function.","The survey is well structured, and the procedure is excellent in providing instructions and the percentage of the study completed on the top of the site. Additionally, it is a great point to check the level of understanding Java codes.",2477
SFMF-Java-CS701-2023-0064,R_1PdXpa9BwfkRP0e,WeatherMultiple,SOFTENG 700,"Self taught (writing code not just for course exercises),Significant own projects (beyond just learning a language),Industry experience",SMALL,LOW,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,81.026,"The warmup class has three functions that perform various mathematics operations. There is one for averaging an array of integers, summing them, and providing a count of numbers in them if they meet certain conditions like <=10 e.g.",High,76.784,2,1,A class to perform weather data processing such as humidity and rainfall. The top function returns an arraylist of the processed data. The data for each type is checked multiple times to filter out any numbers that do not exceed 0,MEDIUM,0,0,0,0,0,1,0,1,0,0,1,80.713,88.601,"[1, 1, 1]",0,70.118,"[-3, -3, 0]",0,314.475,"[1, 1, 2]",1,64.127,"[ [0,-999], [0,0], [1,2] ]",1,71.829,9-19,0,NA,NA,NA,10.743,VERY-DIFFICULT,NA,81.201,SINGLE,The comments help illuminate the intention of the vague method names such as 'processData' and 'validData',NA,2296
SFMF-Java-CS701-2023-0001,R_334pnhiDJiH8TUG,DaysSingle,COMPSCI 700,"Non university courses (formal exercises, e.g. high school, on-line courses),Self taught (writing code not just for course exercises),Significant own projects (beyond just learning a language),Industry experience",TINY,MEDIUM,A NullPointerException will be thrown,0,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,63.439,The previous code tries to get the average of the sum of a list of numbers. It only sums numbers which is less or equal than 10,Medium,39.231,2,1,calculate the day from 1900.1.1 to the day that user inputs,LOW,0,0,1,1,1,1,0,0,0,0,0,21.414,24.303,1,1,12.352,60,1,15.469,121,0,22.907,45330,0,10.389,"1, FEBRUARY, 1900",1,71.802,"30, 50",1,59.54,NEUTRAL,"there's no comment on what the main function does, only some explanation on validating and adding up the date makes it harder to understand.",79.496,MULTIPLE,"Version 2 uses function to describe the main function, which is easier to understand as we can have an idea about what it is doing by looking at the function name",NA,781
SFMF-Java-CS701-2023-0004,R_2wtU5FtSBenehua,DaysSingle,COMPSCI 700,"University courses only,Self taught (writing code not just for course exercises),Significant own projects (beyond just learning a language),Industry experience",LARGE,HIGH,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,75.412,"The program allows to calculate the average of the values in the list that are less than or equal to 10. It uses two helped functions, one which counts the number of values less than or equal to 10 and one that sums the same.",High,22.103,2,1,"This program checks if the entered date attributes (day, month, year) is valid. It does this by first checking the year, then the month, then the date and then checks the whole thing.",HIGH,1,0,0,0,0,0,1,0,1,0,0,51.741,23.467,365,0,20.558,425,0,15.604,Invalid date,1,101.853,45351,1,15.228,"2, FEBRUARY, 1900",0,34.565,30,0,8.393,VERY-EASY,NA,80.995,MULTIPLE,"The code has been broken down into smaller functions. The function names provide another layer of explanation which allows for the reader to build a stronger mental model of the code, which in turn makes it more efficient.",NA,752
SFMF-Java-CS701-2023-0006,R_1CwI2LynTni8Db8,DaysSingle,COMPSCI 700,"University courses only,Self taught (writing code not just for course exercises),Industry experience",SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,140.008,The code calculates the average value of a list of numbers with values less than and equal to 10.,Medium,31.263,2,1,"The code checks the validity of the input values of days, months and years first, then check if it's the leap year, and last calculates the total days of the input year.",MEDIUM,1,0,1,0,0,0,0,1,1,0,0,132.326,18.519,365,0,39.881,Invalid date,0,8.342,Invalid date,1,36.286,45352,0,23.02,"1, FEBRUARY, 1900",1,57.731,"30, 50",1,13.817,NEUTRAL,NA,50.513,SINGLE,Because version 1 has comments to explain what the following code doing.,NA,994
SFMF-Java-CS701-2023-0011,R_3gRRdcCKTXOAv44,DaysSingle,COMPSCI 700,"Self taught (writing code not just for course exercises),Significant own projects (beyond just learning a language)",MEDIUM,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,64.327,Calculates the average of the numbers less than 10 in the array.,High,59.748,2,1,"Count the number of days between the date of entry and January 1, 1900",HIGH,0,0,1,1,1,1,0,0,0,0,0,53.178,39.421,0,0,56.245,60,1,35.311,Invalid date,1,33.782,45352,0,106.087,"2, FEBRUARY, 1900",0,83.498,"30, 50",1,65.56,EASY,NA,143.047,MULTIPLE,The second one is much more logical and readable. We can know its function through its method name. And the sequence of the method also is logical.,NA,1162
SFMF-Java-CS701-2023-0012,R_2Ua1b5OWu4XSWPi,DaysSingle,COMPSCI 700,"University courses only,Non university courses (formal exercises, e.g. high school, on-line courses),Self taught (writing code not just for course exercises),Industry experience",SMALL,LOW,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,101.519,The code was calculate the mean value of the numbers in a list where the number is lager than 10.,Medium,54.647,2,1,Count the total number of the days from 1900 to the given date.,HIGH,0,0,1,1,1,1,0,0,0,0,0,54.16,40.712,1,1,48.985,60,1,30.277,Invalid date,1,59.923,45351,1,75.088,"1, FEBRUARY, 1900",1,64.291,"30, 50",1,16.86,EASY,NA,28.443,SINGLE,NA,NA,1227
SFMF-Java-CS701-2023-0023,R_271izGT9efdu62Y,DaysSingle,COMPSCI 700,"University courses only,Self taught (writing code not just for course exercises)",SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,132.326,"The program get a list of number, and wanna get the average of the number blower or equal to 10.0. The return type is double, and if the list is empty would return null.",High,36.191,2,1,"This program is get three valid integers as input, and got the days since from 1900, it will check the year is leap year or not, if it is then this year will have one day more than normal year. And the integers for the month is not start from 1 is start from 0.",HIGH,1,0,1,0,1,0,1,1,0,0,0,195.517,148.772,1,1,26.381,60,1,18.677,Invalid date,1,78.686,45350,0,25.92,"1, FEBRUARY, 1900",1,100.915,"30, 50",1,24.053,EASY,NA,62.874,MULTIPLE,NA,NA,1349
SFMF-Java-CS701-2023-0029,R_TjcSF2CwDeEdqkF,DaysSingle,COMPSCI 700,University courses only,SMALL,LOW,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,308.607,return the average of the element which is less than or equal 10 in array,High,39.951,None,0,Calculating the number of days from 1900 to the specified date.,HIGH,0,0,1,1,1,1,0,0,0,0,0,62.299,68.37,1,1,61.417,60,1,171.471,121,0,54.833,45351,1,72.31,"31, JANUARY, 1900",0,49.007,"30, 50",1,52.928,VERY-EASY,"I didn't recognize the parameter ""day"" and the argument ""days"" at first.",156.04,MULTIPLE,"because version 2 refactor the code to different function,and for every function , it will take less time to read and understand and remember it return",awesome,1649
SFMF-Java-CS701-2023-0031,R_OPvghF4Ppfb4Myl,DaysSingle,SOFTENG 700,"University courses only,Non university courses (formal exercises, e.g. high school, on-line courses),Self taught (writing code not just for course exercises)",SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,Unsure,0,135.352,"Select all the numbers which are greater than 10 from a list, then calculate their mean.",High,64.629,None,0,Compute how many days between 1900-1-1 with the input date.,HIGH,0,0,1,1,1,1,0,0,0,0,0,73.937,108.951,1,1,28.393,60,1,61.887,Invalid date,1,90.728,45351,1,24.796,"1, FEBRUARY, 1900",1,37.692,"29, 30, 41, 42, 49, 50",0,31.992,VERY-EASY,NA,100.491,MULTIPLE,Have clear structure,NA,1845
SFMF-Java-CS701-2023-0036,R_24uAii2hRgLzpBo,DaysSingle,COMPSCI 700,University courses only,SMALL,MEDIUM,Unsure,0,"10
9
8
7
6",1,0,0,a > b,0,"[1, -1, 2, -2, 3, -3]",0,112.913,"The code that I have just read seems to be for a simple math calculation program that is able to calculate a sum of numbers, and also provide a count for list length.",Low,155.412,None,0,I think it is a program class used to determine whether user input for a date is valid. The methods checks that the entered date is possible within the selected month and year.,MEDIUM,1,0,0,0,0,0,0,0,0,0,0,109.191,117.038,Invalid date,0,110.891,Invalid date,0,5.764,Invalid date,1,66.615,45330,0,52.287,"2, FEBRUARY, 1900",0,66.848,"29, 30, 41, 42, 49, 50",0,103.369,NEUTRAL,The code does contain comments that give some indication as to what they do. But there is also a lot going on in the code.,73.1,MULTIPLE,Version 2 code is cleaner and grouping them into functions makes it easier to read and know what the method does.,I found answering this study to be somewhat tedious.,1715
SFMF-Java-CS701-2023-0048,R_qIuUBEOXqmwTeYV,DaysSingle,COMPSCI 700,University courses only,MEDIUM,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,52.393,the main function will return the result of sum of all number smaller or equal to 10 in the array divide by the count of these numbers.,High,38.774,3,0,I guess it's about if the input date is a valid leap year date,LOW,1,0,0,0,0,0,0,1,1,0,0,17.672,114.476,1,1,423.681,62,0,70.895,120,0,157.265,45350,0,177.352,No input to main would produce 32,0,164.757,"29, 30, 41, 42, 49, 50",0,8.059,DIFFICULT,NA,28.446,MULTIPLE,NA,NA,2085
SFMF-Java-CS701-2023-0049,R_33BUqnecLMRotZ4,DaysSingle,COMPSCI 700,"University courses only,Industry experience",SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,156.993,The code is about to calculate the mean of the all the values that is no more than 10 in an not null array.,High,28.142,2,1,The code is to calculate the count of days from the Year 1900 to the input date.,HIGH,0,0,1,1,1,1,0,0,0,0,0,68.506,198.184,1,1,55.692,60,1,47.441,Invalid date,1,41.854,45350,0,27.413,"1, FEBRUARY, 1900",1,91.738,"30, 50",1,267.59,EASY,"The question about is 1900 a leap year, i think my answer is wrong back then. because i am too rush to answer the question and also the statement of the boolean value is a bit complex, it uses too many ""!"".",115.475,SINGLE,The process of calculation is more clear and i dont have to go back to think about what does the code do if i put the called method into the main method.,"Although version 2 structure is seems like more organized than version 1, but from the comprehensibility perspective, i feel like version 2 is more easy to understand. However, i think if i need to modify any codes, it will be hard to modify, because it seems that many condition are hard code, like the days of every month and the change of february",2109
SFMF-Java-CS701-2023-0050,R_10IwE3giCcNoip1,DaysSingle,COMPSCI 700,"Non university courses (formal exercises, e.g. high school, on-line courses),Self taught (writing code not just for course exercises),Open-source contributor",SMALL,LOW,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,546.7,"First, check the length of a integer type array is assigned to integer type variable ""n"", and then, call two method. One is the sumNumber method get a double type as a return. The other is the count method, which return integer type.",Medium,82.521,2,1,"check the valid years, mouths and days. If true, a specific date converts days",MEDIUM,1,0,0,0,0,0,0,0,1,0,0,241.323,16.74,365,0,47.258,62,0,24.451,122,0,5.449,45351,1,299.639,"2, FEBRUARY, 1900",0,12.693,"29, 41, 49",0,19.055,VERY-DIFFICULT,NA,113.569,MULTIPLE,Since one function has one or two statements so that they are readable.,NA,2024
SFMF-Java-CS701-2023-0051,R_3n2CDCYZxrdEL8r,DaysSingle,COMPSCI 700,University courses only,SMALL,LOW,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,255.779,"The program implemented the function that calculates the average number between 0-10 (not include 0) of a set of numbers, and return result as Double number",High,84.186,2,1,How many days went in a year,MEDIUM,0,0,1,0,0,0,0,0,1,0,0,156.954,105.615,1,1,94.448,60,1,32.311,122,0,114.586,45350,0,27.161,"1, FEBRUARY, 1900",1,120.039,"29, 41, 49",0,6.793,NEUTRAL,NA,32.3,SINGLE,Have comments,NA,2054
SFMF-Java-CS701-2023-0052,R_RfUuyAWW0iFnQNX,DaysSingle,COMPSCI 700,University courses only,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,29.012,"This code has two functions.
sumNumbers:
Sum all the number which is smaller or equal to 10 in the list.
countNumbers:
Return the count of the number which is <=10.
Finally caudate the value of sum/count",High,31.509,2,1,"This code is aim to calculate the days from 1900 - input years. And calculate the days from January- input mounts. This code can identify if the year is leap year. If the year is leap year, it will do some thing like the days of February is 29 and the days of year is 366",HIGH,0,0,1,1,1,1,1,1,0,0,0,171.656,236.082,1,1,107.7,60,1,26.387,120,0,70.055,45352,0,35.841,"1, FEBRUARY, 1900",1,48.658,"30, 50",1,28.626,EASY,NA,126.921,MULTIPLE,I can understand what a function do directly through read the function name.,NA,1451
SFMF-Java-CS701-2023-0053,R_6y4yJbQf79E37sl,DaysSingle,COMPSCI 700,"University courses only,Self taught (writing code not just for course exercises)",SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, -1, 2, -2, 3, -3]",0,239.171,"The ""sum"" method of this code is used to compute the total number of items in array ""numbers"" which are smaller than 10, and ""count"" method computes the length of items which are smaller than 10, and ""main"" method computes ""sum"" divides ""count"". It will return a double value of the average number of numbers smaller than 10.",High,85.806,None,0,This code is used to compute the same day before the year and the day before the month. It considers the leap year and makes judgments about whether the input date is valid.,MEDIUM,1,0,0,0,0,0,0,1,1,0,0,155.688,191.224,1,1,68.549,60,1,27.376,Invalid date,1,35.571,45352,0,20.764,"1, FEBRUARY, 1900",1,70.546,"30, 50",1,162.108,EASY,"At the first I saw this code I made mistakes of understanding its purpose. But after I finished questions above, I used some inputs to compute the outputs, I fixed problems and updated my mental model of this, and I feel like it's helpful to run the code and then understand its function.",226.33,MULTIPLE,I think the version 2 is better to understand because I think the clear function names help me update my mental model of this code.,Help me understand codes better.,2019
SFMF-Java-CS701-2023-0054,R_w63ZSaGSZbtwiY1,DaysSingle,COMPSCI 700,University courses only,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,149.151,"The class has three method. The main method takes an array of int and return a double, the return value appears to be the average value of positive numbers that is not greater than 10 in the array. The other two methods are low level methods that provide the main method with the sum and the count, respectively.",High,33.735,2,1,"The class contains one method that calculate the number of days from 1/1/1900 to the given date. The method takes three int inputs representing the given date and return a int that represents the days between the given date and 1/1/1900. This is done by first examine if the date is valid, then calculate the years and months and dates.",HIGH,1,0,1,1,1,1,1,0,0,0,0,187.95,109.769,1,1,204.484,61,0,56.175,121,0,67.133,45351,1,23.836,"1, FEBRUARY, 1900",1,52.201,"30, 50",1,90.65,EASY,"Variable names makes sense, making it easy to understand. However the function is doing two many things, could have encapsulate more concrete functions like validateDate().",160.385,MULTIPLE,"Version 2 has many small methods, so each method only do one thing, making it easy to understand. Also, the methods are arranged in top-to-bottom order, so I can get an understanding of the main purpose by only looking at the first method.",NA,2242
SFMF-Java-CS701-2023-0005,R_3hF3LQ82vv3UqB1,DaysMultiple,COMPSCI 700,Industry experience,MEDIUM,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,82.47,"Given an array of doubles, as long as there are elements in the array, it returns the sum of all doubles under 10.0 divided by the count of all doubles under 10.0.",Medium,22.64,2,1,Returns a total of all the days between 1900 and a given date.,MEDIUM,0,0,1,1,1,1,0,0,0,0,0,18.945,53.358,1,1,49.517,60,1,19.149,Invalid date,1,38.488,45350,0,23.984,"1, FEBRUARY, 1900",1,98.197,"41, 75",1,14.565,VERY-EASY,NA,79.673,MULTIPLE,"Version 2 has better named variables and smaller functions (I am biased by Clean Code and this course, but I still think it's easier to understand).",I went through the survey quickly and would take more time to ensure my mental model was correct if I needed to know that code for work.,1009
SFMF-Java-CS701-2023-0008,R_02nSuaVyxfE9A9H,DaysMultiple,COMPSCI 700,University courses only,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,36.739,Calculate the average of numbers less than or equal to 10 in a set of numbers.,High,49.346,2,1,Check if it is a valid date.,HIGH,1,0,0,0,0,0,0,0,0,0,0,16.983,39.038,Invalid date,0,233.43,60,1,48.435,Invalid date,1,67.447,45350,0,63.138,"1, FEBRUARY, 1900",1,157.429,"41, 75",1,22.964,EASY,NA,18.44,MULTIPLE,NA,NA,1236
SFMF-Java-CS701-2023-0013,R_3J9qDW0qVVwskFV,DaysMultiple,COMPSCI 700,University courses only,MEDIUM,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,124.122,calculate average value of all number in the list which  <=10,High,38.874,2,1,calculate the total days from 1900 to the input date.,HIGH,0,0,1,1,1,1,0,0,0,0,0,42.24,34.966,1,1,29.358,60,1,23.273,121,0,88.18,45350,0,32.198,"1, FEBRUARY, 1900",1,117.902,"41, 75",1,26.543,VERY-EASY,NA,29.573,MULTIPLE,NA,NA,1073
SFMF-Java-CS701-2023-0014,R_1ZAMvtgF1BO9Esx,DaysMultiple,COMPSCI 700,University courses only,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,102.823,"Loop through a list where the elements are number stored in Double format, and return Null if the list is empty; otherwise, return the average number of elements less or equal to 10.",High,24.026,2,1,"This code returns the days of input date from 1900, check if the date is valid or leap year, return ""Invalid dates"" if it's out of range.",MEDIUM,1,1,1,1,1,1,0,1,0,0,0,101.121,53.459,1,1,18.958,60,1,15.678,Invalid date,1,70.337,45351,1,12.007,"1, FEBRUARY, 1900",1,87.717,"41, 75",1,72.204,EASY,"Clearly structured, easy to follow the functions, but comments may be helpful for faster understanding.",222.938,MULTIPLE,"Version 1 has comments but everything is squeezed into the same function, Version 2 is more structured and organized.",NA,1401
SFMF-Java-CS701-2023-0016,R_3gNHQYhtEgaYBq3,DaysMultiple,COMPSCI 700,University courses only,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,107.616,"The code takes a list of numbers and then proceeds to calculate the mean value of the numbers in the list, however it excludes any numbers above 10 in the list. It does this by having a main method that calls to other methods called roughly sum and count which provide the summation of numbers below 10 and the count of how many numbers below 10 are in the list.",Medium,38.23,2,1,The code calculates how many total days until a certain date will come to pass. It makes sure that the date entered is valid.,MEDIUM,1,0,1,0,0,1,0,0,0,0,0,56.824,85.861,1,1,62.91,60,1,47.535,Invalid date,1,35.066,45352,0,14.165,"1, FEBRUARY, 1900",1,71.787,"41, 75",1,39.093,EASY,NA,125.487,SINGLE,"Version 1 is easy to follow as the code has a single method that goes through the problem step by step with comments to ensure I am following along. I spent most of my time in version 2 deciphering what methods were used where and what they did, this was not needed in version 1.",NA,1344
SFMF-Java-CS701-2023-0022,R_1NCGfpv59TI3zSA,DaysMultiple,COMPSCI 700,University courses only,SMALL,VERY-LOW,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,93.235,have two functions: get sum of the given numbers and get average of the given numbers,Medium,50.294,2,1,calculate the total passed days,LOW,0,0,1,0,0,0,0,0,0,0,0,34.97,31.597,1,1,12.39,61,0,43.49,Invalid date,1,71.146,45352,0,41.885,"2, FEBRUARY, 1900",0,62.099,"41, 48, 65, 75",0,14.758,DIFFICULT,NA,240.315,NEITHER,"If not considering other factors of the maintainability, just considering the understanding, I think they are the same because they have the same effective and efficient for me. The comment is equal to the fuction name.",I don't know why take this,1501
SFMF-Java-CS701-2023-0028,R_11jRicVRPQIK50w,DaysMultiple,SOFTENG 700,"University courses only,Non university courses (formal exercises, e.g. high school, on-line courses)",SMALL,LOW,2,1,"10
9
8
7
6",1,0,0,false,1,"[1, 2, 3]",1,188.468,the main function take a integer array as input. then use sumNumbers to calculate the sum of the numbers that are less than 10(can be 10 itself). then use countNumbers to calculate the  count of those number. then output the average of those number by return sum/count,Medium,40.068,Unsure,0,"the code take a date(year month day) as input. Check if the input is valid. if it is valid, then output the num of days between the input and 1900/1/1.",MEDIUM,1,0,1,1,1,1,0,0,0,0,0,151.371,129.617,1,1,34.91,60,1,35.695,Invalid date,1,55.39,45351,1,19.302,"1, FEBRUARY, 1900",1,54.435,"41, 75",1,89.188,EASY,NA,189.629,SINGLE,"my only experience with JAVA is CS718.
for a new learner. 
list all code in sequence helps me better understand the code.(which is V1)
But this may against the knowlefge i'm currently learning from cs701.
so maybe the conclusion will be different for a experienced user.",i'll say this study is the first study i complete without any reward......,1774
SFMF-Java-CS701-2023-0034,R_3GDkuUqqs4P5VD3,DaysMultiple,COMPSCI 700,Industry experience,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,true,0,"[1, 2, 3]",1,142.818,Calculate the average value of given numbers which are not bigher than 10,Medium,44.21,2,1,"Calculate the total days from 1900 to the given date (day, month, year)",MEDIUM,0,0,1,1,1,1,0,0,0,0,0,70.039,55.309,1,1,157.225,60,1,21.412,Invalid date,1,114.288,45351,1,32.028,"1, FEBRUARY, 1900",1,112.733,"41, 65, 75",0,15.164,EASY,NA,53.98,MULTIPLE,NA,No,1623
SFMF-Java-CS701-2023-0035,R_2RTScLojZSjP2N8,DaysMultiple,SOFTENG 700,Self taught (writing code not just for course exercises),LARGE,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,92.372,"A class that contains three methods. 
The main method is the entry of program. The other two methods are for manipulating numbers.",High,40.59,None,0,"The total number of days is calculated after entering a specific Year, Month, Day",MEDIUM,0,0,1,0,0,0,0,0,0,0,0,85.397,138.441,1,1,41.979,60,1,34.126,Invalid date,1,46.671,45352,0,33.731,"1, FEBRUARY, 1900",1,115.981,"41, 75",1,60.647,EASY,The program is decomposed into many functions with one purpose and meaningful names.,76.184,SINGLE,Easy to follow the logic and have readable comments.,Glad to participate.,1585
SFMF-Java-CS701-2023-0037,R_3LaHE9WpZRxJfFg,DaysMultiple,COMPSCI 700,"University courses only,Non university courses (formal exercises, e.g. high school, on-line courses),Self taught (writing code not just for course exercises)",LARGE,HIGH,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,161.84,"Have three metod, first one is calculate sum/count.
Anout thers, one is calculate sum value of a list (only elements smaller then 10.0).
other is   calculate total numbers in the  list (only elements smaller then 10.0).",High,28.176,2,1,Check how many days between input date and first date,MEDIUM,0,0,1,1,0,1,0,0,0,0,0,55.946,42.382,0,0,37.733,60,1,24.177,Invalid date,1,37.368,45351,1,15.769,"2, FEBRUARY, 1900",0,183.569,"41, 75",1,34.089,NEUTRAL,NA,184.442,SINGLE,"some comments are meaningless, like it the year valid. but some comments on loop is useful for me. I can quickly understand the loop's means.",NA,1677
SFMF-Java-CS701-2023-0043,R_URpDU85qOEVQHux,DaysMultiple,COMPSCI 700,University courses only,SMALL,MEDIUM,2,1,"10
9
8
7
6",1,3,1,false,1,"[1, 2, 3]",1,55.565,The code calculates the average value based on a given array of numbers.,Medium,75.078,None,0,"The code calculates the total days from year 1900 to a specified date. This date is first checked if it is a valid date. If it is not, then the program just prints ""Invalid date"" instead.",MEDIUM,1,1,1,1,1,1,0,0,0,0,0,75.155,119.733,Invalid date,0,117.061,60,1,40.147,121,0,90.486,45351,1,34.348,"1, FEBRUARY, 1900",1,69.515,"41, 48, 65, 75",0,13.449,NEUTRAL,NA,102.075,SINGLE,"Code in version 1 is broken into smaller methods, with clear names. This makes it easier to know which code is supposed to do what faster.",NA,2104
